date,Confirmed,Deaths,Recovered,Latitude,Longitude,new_Confirmed,new_Recovered,new_Deaths,p_new_Confirmed,p_new_Recovered,p_new_Deaths,Confirmed_normalized,Deaths_normalized,Recovered_normalized
2020-03-16,4632.0,85.0,17.0,2135.3107000000005,-4730.139800000001,1133.0,5.0,22.0,0.2446027633851468,0.29411764705882354,0.25882352941176473,97.84537389100127,1.7955217574989437,0.35910435149978875
2020-03-17,6421.0,108.0,17.0,2135.3107000000005,-4730.1398,1789.0,0.0,23.0,0.2786170378445725,0.0,0.21296296296296297,98.09043690803544,1.6498625114573786,0.25970058050718
2020-03-18,7786.0,118.0,106.0,2190.7509000000005,-4890.7857,1365.0,89.0,10.0,0.17531466735165682,0.839622641509434,0.0847457627118644,97.20349563046192,1.4731585518102372,1.32334581772784
2020-03-19,13680.0,200.0,108.0,2190.7509000000005,-4890.7857,5894.0,2.0,82.0,0.43084795321637426,0.018518518518518517,0.41,97.79811266800114,1.4297969688304262,0.77209036316843
2020-03-20,19101.0,244.0,147.0,2172.4009000000005,-4825.852700000001,5421.0,39.0,44.0,0.28380713051672685,0.2653061224489796,0.18032786885245902,97.99404884054997,1.2517956084547506,0.7541555509952801
